id	antibody	specie	treatment	control_id	cell_id	experiment_type	tf_uniprot_id	algn_id	peaks_id	geo_gsm	geo_gse	encode
EXP101515	anti-GATA3 (homemade)	Homo sapiens	Treatment: treated with 1 ug/ml of doxycycline for 24 hrs; Time point: 24 hrs; Genotype: DOX_GATA3_MDA-MB-231; Passage: less than 10; Compound: doxycycline	NULL	2301	normal	P23771	ALIGNS107505	PEAKS083478	GSE201797	GSM6071651	NULL
EXP101516	anti-GATA3 (homemade)	Homo sapiens	Treatment: treated with 1 ug/ml of doxycycline for 48 hrs; Time point: 48 hrs; Genotype: DOX_GATA3_MDA-MB-231; Passage: less than 10; Compound: doxycycline	NULL	2301	normal	P23771	ALIGNS107506	PEAKS083479	GSE201797	GSM6071652	NULL
EXP101517	anti-CHD4 (Abcam, ab72418)	Homo sapiens	Passage: less than 30	NULL	111	normal	Q14839	ALIGNS107507	PEAKS083480	GSE201797	GSM6071666;GSM6071665	NULL
EXP101518	anti-CHD4 (Abcam, ab72418)	Homo sapiens	Genotype: CR3 (T47D GATA3 wildtype/R330fs); Passage: less than 20	NULL	111	normal	Q14839	ALIGNS107508	PEAKS083481	GSE201797	GSM6071668;GSM6071667	NULL
EXP101519	anti-CHD4 (Abcam, ab70469)	Homo sapiens	Passage: less than 20	NULL	2301	normal	Q14839	ALIGNS107509	PEAKS083482	GSE201797	GSM6071669;GSM6071670	NULL
EXP101520	anti-CHD4 (Abcam, ab70469)	Homo sapiens	Genotype: GATA3-expression; Passage: less than 20	NULL	2301	normal	Q14839	ALIGNS107510	PEAKS083483	GSE201797	GSM6071671;GSM6071672	NULL
EXP101527	anti-Notch3 (Cell Signaling Technology, 5276)	Homo sapiens		EXP101521	661	normal	Q9UM47	ALIGNS107517	PEAKS083484	GSE205212	GSM6208688	NULL
EXP101528	anti-Notch3 (Cell Signaling Technology, 5276)	Homo sapiens		EXP101522	661	normal	Q9UM47	ALIGNS107518	PEAKS083485	GSE205212	GSM6208689	NULL
EXP101529	anti-Notch3 (Cell Signaling Technology, 5276)	Homo sapiens		EXP101523	661	normal	Q9UM47	ALIGNS107519	PEAKS083486	GSE205212	GSM6208690	NULL
EXP101530	anti-Notch3 (Cell Signaling Technology, 5276)	Homo sapiens		EXP101524	8657	normal	Q9UM47	ALIGNS107520	PEAKS083487	GSE205212	GSM6208691	NULL
EXP101531	anti-Notch3 (Cell Signaling Technology, 5276)	Homo sapiens		EXP101525	8657	normal	Q9UM47	ALIGNS107521	PEAKS083488	GSE205212	GSM6208692	NULL
EXP101532	anti-Notch3 (Cell Signaling Technology, 5276)	Homo sapiens		EXP101526	8657	normal	Q9UM47	ALIGNS107522	PEAKS083489	GSE205212	GSM6208693	NULL
EXP101535	anti-ZBTB11 (Bethyl, A303-240A)	Homo sapiens	Genotype: wildtype	EXP101533	375	normal	O95625	ALIGNS107525	PEAKS083490	GSE206958	GSM6267346	NULL
EXP101540	anti-AP2B (Santa Cruz Biotechnology, SC-390119)	Homo sapiens	Treatment: treated with 10 nM of DHT for 4 hrs; Compound: Dihydrotestosterone (DHT); Time point: 4 hrs	EXP101536	590	normal	Q92481	ALIGNS107530	PEAKS083491	GSE207230	GSM6281909	NULL
EXP101541	anti-AR (Abcam, ab108341)	Homo sapiens	Treatment: treated with 10 nM of DHT for 4 hrs; Compound: Dihydrotestosterone (DHT); Time point: 4 hrs	EXP101537	590	normal	P10275	ALIGNS107531	PEAKS083492	GSE207230	GSM6281910	NULL
EXP101542	anti-FOXA1 (Abcam, ab23728)	Homo sapiens	Treatment: treated with 10 nM of DHT for 4 hrs; Compound: Dihydrotestosterone (DHT); Time point: 4 hrs	EXP101538	590	normal	P55317	ALIGNS107532	PEAKS083493	GSE207230	GSM6281911	NULL
EXP101543	anti-GATA3 (Abcam, ab199428)	Homo sapiens	Treatment: treated with 10 nM of DHT for 4 hrs; Compound: Dihydrotestosterone (DHT); Time point: 4 hrs	EXP101539	590	normal	P23771	ALIGNS107533	PEAKS083494	GSE207230	GSM6281912	NULL
EXP101563	anti-CTCF custom-made mouse monoclonal (characterized in PMID:15731119)	Homo sapiens	Genotype: empty vector	EXP101544	10	normal	P49711	ALIGNS107553	PEAKS083509	GSE207058	GSM6276539	NULL
EXP101564	anti-CTCF custom-made mouse monoclonal (characterized in PMID:15731119)	Homo sapiens	Genotype: expressing BORIS	EXP101544	10	normal	P49711	ALIGNS107554	PEAKS083510	GSE207058	GSM6276540	NULL
EXP101565	anti-BORIS custom-made mouse monoclonal (characterized in  PMID: 21659515)	Homo sapiens	Genotype: expressing BORIS	EXP101544	10	normal	Q8NI51	ALIGNS107555	PEAKS083511	GSE207058	GSM6276541	NULL
EXP101566	anti-CTCF custom-made mouse monoclonal (characterized in PMID:15731119)	Homo sapiens	Genotype: empty vector	EXP101547	4645	normal	P49711	ALIGNS107556	PEAKS083512	GSE207058	GSM6276542	NULL
EXP101567	anti-CTCF custom-made mouse monoclonal (characterized in PMID:15731119)	Homo sapiens	Genotype: expressing BORIS	NULL	4645	normal	P49711	ALIGNS107557	PEAKS083513	GSE207058	GSM6276543	NULL
EXP101568	anti-BORIS custom-made mouse monoclonal (characterized in  PMID: 21659515)	Homo sapiens	Genotype: empty vector	EXP101547	4645	normal	Q8NI51	ALIGNS107558	PEAKS083514	GSE207058	GSM6276544	NULL
EXP101569	anti-BORIS custom-made mouse monoclonal (characterized in  PMID: 21659515)	Homo sapiens	Genotype: expressing BORIS	NULL	4645	normal	Q8NI51	ALIGNS107559	PEAKS083515	GSE207058	GSM6276545	NULL
EXP101570	anti-CTCF custom-made mouse monoclonal (characterized in PMID:15731119)	Homo sapiens	Genotype: wildtype	EXP101545	514	normal	P49711	ALIGNS107560	PEAKS083516	GSE207058	GSM6276546	NULL
EXP101571	anti-CTCF custom-made mouse monoclonal (characterized in PMID:15731119)	Homo sapiens	Genotype: K562 mutant, BORIS downregulation	EXP101546	514	normal	P49711	ALIGNS107561	PEAKS083517	GSE207058	GSM6276547	NULL
EXP101572	anti-BORIS custom-made mouse monoclonal (characterized in  PMID: 21659515)	Homo sapiens	Genotype: wildtype	EXP101545	514	normal	Q8NI51	ALIGNS107562	PEAKS083518	GSE207058	GSM6276548	NULL
EXP101573	anti-BORIS custom-made mouse monoclonal (characterized in  PMID: 21659515)	Homo sapiens	Genotype: K562 mutant, BORIS downregulation	EXP101546	514	normal	Q8NI51	ALIGNS107563	PEAKS083519	GSE207058	GSM6276549	NULL
EXP101599	anti-CEBPA (Diagenode, C15410225)	Homo sapiens	Treatment: treated with DMSO; Compound: Dimethylsulfoxide (DMSO)	NULL	2334	normal	P49715	ALIGNS107589	PEAKS083543	GSE207354	GSM6284887	NULL
EXP101600	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	EXP101597	2334	normal	Q09472	ALIGNS107590	PEAKS083544	GSE207354	GSM6284899	NULL
EXP101601	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	EXP101597	2334	normal	Q09472	ALIGNS107591	PEAKS083545	GSE207354	GSM6284900	NULL
EXP101602	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	EXP101597	2334	normal	Q09472	ALIGNS107592	PEAKS083546	GSE207354	GSM6284901	NULL
EXP101603	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	EXP101597	2334	normal	Q09472	ALIGNS107593	PEAKS083547	GSE207354	GSM6284902	NULL
EXP101604	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	EXP101598	2334	normal	Q09472	ALIGNS107594	PEAKS083548	GSE207354	GSM6284903	NULL
EXP101605	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	EXP101598	2334	normal	Q09472	ALIGNS107595	PEAKS083549	GSE207354	GSM6284904	NULL
EXP101606	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	EXP101598	2334	normal	Q09472	ALIGNS107596	PEAKS083550	GSE207354	GSM6284906	NULL
EXP101607	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	EXP101598	2334	normal	Q09472	ALIGNS107597	PEAKS083551	GSE207354	GSM6284907	NULL
EXP101608	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with CCS1477 for 1 h; Compound: Inobrodib (CCS1477); Time point: 1 h	NULL	2334	normal	A0AVK6	ALIGNS107598	PEAKS083552	GSE207354	GSM7441260	NULL
EXP101609	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with CCS1477 for 1 h; Compound: Inobrodib (CCS1477); Time point: 1 h	NULL	2334	normal	P10242	ALIGNS107599	PEAKS083553	GSE207354	GSM7441261	NULL
EXP101610	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with CCS1477 for 2 hrs; Compound: Inobrodib (CCS1477); Time point: 2 hrs	NULL	2334	normal	A0AVK6	ALIGNS107600	PEAKS083554	GSE207354	GSM7441262	NULL
EXP101611	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with DMSO for 2 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 2 hrs	NULL	2334	normal	P10242	ALIGNS107601	PEAKS083555	GSE207354	GSM7441263	NULL
EXP101612	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	2334	normal	P10242	ALIGNS107602	PEAKS083556	GSE207354	GSM7441264	NULL
EXP101613	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with DMSO for 1 h; Compound: Dimethylsulfoxide (DMSO); Time point: 1 h	NULL	2334	normal	P10242	ALIGNS107603	PEAKS083557	GSE207354	GSM7441265	NULL
EXP101614	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	2334	normal	P10242	ALIGNS107604	PEAKS083558	GSE207354	GSM7441266	NULL
EXP101615	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with CCS1477 for 2 hrs; Compound: Inobrodib (CCS1477); Time point: 2 hrs	NULL	2334	normal	P10242	ALIGNS107605	PEAKS083559	GSE207354	GSM7441267	NULL
EXP101616	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with DMSO for 1 h; Compound: Dimethylsulfoxide (DMSO); Time point: 1 h	NULL	2334	normal	A0AVK6	ALIGNS107606	PEAKS083560	GSE207354	GSM7441268	NULL
EXP101617	anti-EP300 (Active Motif, 61401)	Homo sapiens	Treatment: treated with DMSO for 2 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 2 hrs	NULL	2334	normal	A0AVK6	ALIGNS107607	PEAKS083561	GSE207354	GSM7441269	NULL
EXP101618	anti-IRF4 (Cell Signaling Technology, 4964S)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	3611	normal	Q15306	ALIGNS107608	PEAKS083562	GSE207354	GSM7441270	NULL
EXP101619	anti-IRF4 (Cell Signaling Technology, 4964S)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	3611	normal	Q15306	ALIGNS107609	PEAKS083563	GSE207354	GSM7441271	NULL
EXP101620	anti-IRF4 (Cell Signaling Technology, 4964S)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	NULL	3611	normal	Q15306	ALIGNS107610	PEAKS083564	GSE207354	GSM7441272	NULL
EXP101621	anti-IRF4 (Cell Signaling Technology, 4964S)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	NULL	3611	normal	Q15306	ALIGNS107611	PEAKS083565	GSE207354	GSM7441273	NULL
EXP101622	anti-CREBBP (Abcam, ab253202)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	NULL	3611	normal	Q92793	ALIGNS107612	PEAKS083566	GSE207354	GSM7441274	NULL
EXP101623	anti-CREBBP (Abcam, ab253202)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	NULL	3611	normal	Q92793	ALIGNS107613	PEAKS083567	GSE207354	GSM7441275	NULL
EXP101624	anti-CREBBP (Abcam, ab253202)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	2334	normal	Q92793	ALIGNS107614	PEAKS083568	GSE207354	GSM7441276	NULL
EXP101625	anti-CREBBP (Abcam, ab253202)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	3611	normal	Q92793	ALIGNS107615	PEAKS083569	GSE207354	GSM7441277	NULL
EXP101626	anti-CREBBP (Abcam, ab253202)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	2334	normal	Q92793	ALIGNS107616	PEAKS083570	GSE207354	GSM7441278	NULL
EXP101627	anti-CREBBP (Abcam, ab253202)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	3611	normal	Q92793	ALIGNS107617	PEAKS083571	GSE207354	GSM7441279	NULL
EXP101628	anti-p300 (Bio-Rad, MCA6390)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	NULL	2334	normal	A0AVK6	ALIGNS107618	PEAKS083572	GSE207354	GSM7441280	NULL
EXP101629	anti-p300 (Bio-Rad, MCA6390)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	NULL	2334	normal	A0AVK6	ALIGNS107619	PEAKS083573	GSE207354	GSM7441281	NULL
EXP101630	anti-p300 (Bio-Rad, MCA6390)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	2334	normal	A0AVK6	ALIGNS107620	PEAKS083574	GSE207354	GSM7441282	NULL
EXP101631	anti-p300 (Bio-Rad, MCA6390)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	2334	normal	A0AVK6	ALIGNS107621	PEAKS083575	GSE207354	GSM7441283	NULL
EXP101632	anti-E2A (Cell Signaling Technology, 12258S)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	NULL	3611	normal	P15923	ALIGNS107622	PEAKS083576	GSE207354	GSM7441284	NULL
EXP101633	anti-E2A (Cell Signaling Technology, 12258S)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	3611	normal	P15923	ALIGNS107623	PEAKS083577	GSE207354	GSM7441285	NULL
EXP101634	anti-RUNX1 (Abcam, ab23980)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	NULL	3611	normal	Q01196	ALIGNS107624	PEAKS083578	GSE207354	GSM7441286	NULL
EXP101635	anti-RUNX1 (Abcam, ab23980)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	NULL	3611	normal	Q01196	ALIGNS107625	PEAKS083579	GSE207354	GSM7441287	NULL
EXP101636	anti-RUNX1 (Abcam, ab23980)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	3611	normal	Q01196	ALIGNS107626	PEAKS083580	GSE207354	GSM7441288	NULL
EXP101637	anti-RUNX1 (Abcam, ab23980)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	3611	normal	Q01196	ALIGNS107627	PEAKS083581	GSE207354	GSM7441289	NULL
EXP101638	anti-E2A (Cell Signaling Technology, 12258S)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	3611	normal	P15923	ALIGNS107628	PEAKS083582	GSE207354	GSM7441290	NULL
EXP101639	anti-E2A (Cell Signaling Technology, 12258S)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	NULL	3611	normal	P15923	ALIGNS107629	PEAKS083583	GSE207354	GSM7441291	NULL
EXP101640	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with DMSO for 48 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 48 hrs	NULL	3611	normal	P10242	ALIGNS107630	PEAKS083584	GSE207354	GSM7441293	NULL
EXP101641	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with DMSO for 6 hrs; Compound: Dimethylsulfoxide (DMSO); Time point: 6 hrs	NULL	3611	normal	P10242	ALIGNS107631	PEAKS083585	GSE207354	GSM7441296	NULL
EXP101642	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with CCS1477 for 6 hrs; Compound: Inobrodib (CCS1477); Time point: 6 hrs	NULL	3611	normal	P10242	ALIGNS107632	PEAKS083586	GSE207354	GSM7441297	NULL
EXP101643	anti-MYB (Abcam, ab45150)	Homo sapiens	Treatment: treated with CCS1477 for 48 hrs; Compound: Inobrodib (CCS1477); Time point: 48 hrs	NULL	3611	normal	P10242	ALIGNS107633	PEAKS083587	GSE207354	GSM7441298	NULL
EXP101646	anti-HA (Cell Signaling Technology, 3724) 	Homo sapiens		EXP101644	153	normal	P54646	ALIGNS107636	PEAKS083588	GSE210213	GSM6423647	NULL
EXP101647	anti-HA (Cell Signaling Technology, 3724) 	Homo sapiens	Conditions: Glucose deprivation for 24 hrs; Time point: 24 hrs; Compound: Glucose	EXP101645	153	normal	P54646	ALIGNS107637	PEAKS083589	GSE210213	GSM6423650	NULL
EXP101664	anti-ELOA3	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: sgRNA against control; Compound: thienotriazolodiazepine (JQ1)	EXP101660	2530	normal	Q8NG57	ALIGNS107654	PEAKS083596	GSE210196	GSM7017797	NULL
EXP101665	anti-NELF-A	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: sgRNA against control; Compound: thienotriazolodiazepine (JQ1)	EXP101660	2530	normal	Q9H3P2	ALIGNS107655	PEAKS083597	GSE210196	GSM7017799	NULL
EXP101666	anti-NELF-B	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: sgRNA against control; Compound: thienotriazolodiazepine (JQ1)	EXP101660	2530	normal	Q8WX92	ALIGNS107656	PEAKS083598	GSE210196	GSM7017800	NULL
EXP101667	anti-NELF-CD	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: sgRNA against control; Compound: thienotriazolodiazepine (JQ1)	EXP101660	2530	normal	Q8IXH7	ALIGNS107657	PEAKS083599	GSE210196	GSM7017801	NULL
EXP101668	anti-NELF-E	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: sgRNA against control; Compound: thienotriazolodiazepine (JQ1)	EXP101660	2530	normal	P18615	ALIGNS107658	PEAKS083600	GSE210196	GSM7017802	NULL
EXP101669	anti-PAF1	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: sgRNA against control; Compound: thienotriazolodiazepine (JQ1)	EXP101660	2530	normal	P28328	ALIGNS107659	PEAKS083601	GSE210196	GSM7017803	NULL
EXP101670	anti-SPT6	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: sgRNA against control; Compound: thienotriazolodiazepine (JQ1)	EXP101660	2530	normal	Q7KZ85	ALIGNS107660	PEAKS083602	GSE210196	GSM7017805	NULL
EXP101671	anti-ELOA3	Homo sapiens	Genotype: sgRNA against control	EXP101661	2530	normal	Q8NG57	ALIGNS107661	PEAKS083603	GSE210196	GSM7017806	NULL
EXP101672	anti-NELF-A	Homo sapiens	Genotype: sgRNA against control	EXP101661	2530	normal	Q9H3P2	ALIGNS107662	PEAKS083604	GSE210196	GSM7017808	NULL
EXP101673	anti-NELF-B	Homo sapiens	Genotype: sgRNA against control	EXP101661	2530	normal	Q8WX92	ALIGNS107663	PEAKS083605	GSE210196	GSM7017809	NULL
EXP101674	anti-NELF-CD	Homo sapiens	Genotype: sgRNA against control	EXP101661	2530	normal	Q8IXH7	ALIGNS107664	PEAKS083606	GSE210196	GSM7017810	NULL
EXP101675	anti-NELF-E	Homo sapiens	Genotype: sgRNA against control	EXP101661	2530	normal	P18615	ALIGNS107665	PEAKS083607	GSE210196	GSM7017811	NULL
EXP101676	anti-PAF1	Homo sapiens	Genotype: sgRNA against control	EXP101661	2530	normal	P28328	ALIGNS107666	PEAKS083608	GSE210196	GSM7017812	NULL
EXP101677	anti-SPT6	Homo sapiens	Genotype: sgRNA against control	EXP101661	2530	normal	Q7KZ85	ALIGNS107667	PEAKS083609	GSE210196	GSM7017814	NULL
EXP101678	anti-ELOA3	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: ELOA3 knockout; Compound: thienotriazolodiazepine (JQ1)	EXP101662	2530	normal	Q8NG57	ALIGNS107668	PEAKS083610	GSE210196	GSM7017815	NULL
EXP101679	anti-NELF-A	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: ELOA3 knockout; Compound: thienotriazolodiazepine (JQ1)	EXP101662	2530	normal	Q9H3P2	ALIGNS107669	PEAKS083611	GSE210196	GSM7017817	NULL
EXP101680	anti-NELF-B	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: ELOA3 knockout; Compound: thienotriazolodiazepine (JQ1)	EXP101662	2530	normal	Q8WX92	ALIGNS107670	PEAKS083612	GSE210196	GSM7017818	NULL
EXP101681	anti-NELF-CD	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: ELOA3 knockout; Compound: thienotriazolodiazepine (JQ1)	EXP101662	2530	normal	Q8IXH7	ALIGNS107671	PEAKS083613	GSE210196	GSM7017819	NULL
EXP101682	anti-NELF-E	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: ELOA3 knockout; Compound: thienotriazolodiazepine (JQ1)	EXP101662	2530	normal	P18615	ALIGNS107672	PEAKS083614	GSE210196	GSM7017820	NULL
EXP101683	anti-PAF1	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: ELOA3 knockout; Compound: thienotriazolodiazepine (JQ1)	EXP101662	2530	normal	P28328	ALIGNS107673	PEAKS083615	GSE210196	GSM7017821	NULL
EXP101684	anti-SPT6	Homo sapiens	Treatment: treated with 1 uM of JQ1; Genotype: ELOA3 knockout; Compound: thienotriazolodiazepine (JQ1)	EXP101662	2530	normal	Q7KZ85	ALIGNS107674	PEAKS083616	GSE210196	GSM7017823	NULL
EXP101685	anti-ELOA3	Homo sapiens	Genotype: ELOA3 knockout	EXP101663	2530	normal	Q8NG57	ALIGNS107675	PEAKS083617	GSE210196	GSM7017824	NULL
EXP101686	anti-NELF-A	Homo sapiens	Genotype: ELOA3 knockout	EXP101663	2530	normal	Q9H3P2	ALIGNS107676	PEAKS083618	GSE210196	GSM7017826	NULL
EXP101687	anti-NELF-B	Homo sapiens	Genotype: ELOA3 knockout	EXP101663	2530	normal	Q8WX92	ALIGNS107677	PEAKS083619	GSE210196	GSM7017827	NULL
EXP101688	anti-NELF-CD	Homo sapiens	Genotype: ELOA3 knockout	EXP101663	2530	normal	Q8IXH7	ALIGNS107678	PEAKS083620	GSE210196	GSM7017828	NULL
EXP101689	anti-NELF-E	Homo sapiens	Genotype: ELOA3 knockout	EXP101663	2530	normal	P18615	ALIGNS107679	PEAKS083621	GSE210196	GSM7017829	NULL
EXP101690	anti-PAF1	Homo sapiens	Genotype: ELOA3 knockout	EXP101663	2530	normal	P28328	ALIGNS107680	PEAKS083622	GSE210196	GSM7017830	NULL
EXP101691	anti-SPT6	Homo sapiens	Genotype: ELOA3 knockout	EXP101663	2530	normal	Q7KZ85	ALIGNS107681	PEAKS083623	GSE210196	GSM7017832	NULL
EXP101695	anti-TFAP2C	Homo sapiens		NULL	7749	normal	Q92754	ALIGNS107685	PEAKS083624	GSE212265	GSM6522563	NULL
EXP101696	anti-TFAP2C	Homo sapiens		NULL	7749	normal	Q92754	ALIGNS107686	PEAKS083625	GSE212265	GSM6522564	NULL
EXP101697	anti-TFAP2C	Homo sapiens		NULL	7749	normal	Q92754	ALIGNS107687	PEAKS083626	GSE212265	GSM6522565	NULL
EXP101698	anti-DLX6	Homo sapiens		NULL	7749	normal	P56179	ALIGNS107688	PEAKS083627	GSE212265	GSM6522566	NULL
EXP101699	anti-DLX6	Homo sapiens		NULL	7749	normal	P56179	ALIGNS107689	PEAKS083628	GSE212265	GSM6522567	NULL
EXP101700	anti-DLX6	Homo sapiens		NULL	7749	normal	P56179	ALIGNS107690	PEAKS083629	GSE212265	GSM6522569	NULL
EXP101701	anti-DLX6	Homo sapiens		EXP101694	7749	normal	P56179	ALIGNS107691	PEAKS083630	GSE212265	GSM6522571;GSM6522570	NULL
EXP101702	anti-ASCL2	Homo sapiens		EXP101694	7749	normal	Q99929	ALIGNS107692	PEAKS083631	GSE212265	GSM6522573;GSM6522572	NULL
EXP101703	anti-DLX5	Homo sapiens		EXP101694	7749	normal	P56178	ALIGNS107693	PEAKS083632	GSE212265	GSM6522574;GSM6522576	NULL
EXP101704	anti-p300	Homo sapiens		EXP101692	7749	normal	Q09472	ALIGNS107694	PEAKS083633	GSE212265	GSM7596507;GSM7596508	NULL
EXP101705	anti-p300	Homo sapiens		EXP101693	7749	normal	Q09472	ALIGNS107695	PEAKS083634	GSE212265	GSM7596510;GSM7596509	NULL
EXP101706	anti-p300	Homo sapiens		EXP101694	7749	normal	Q09472	ALIGNS107696	PEAKS083635	GSE212265	GSM7596512;GSM7596511	NULL
EXP101707	anti-Med1	Homo sapiens		EXP101692	7749	normal	Q15648	ALIGNS107697	PEAKS083636	GSE212265	GSM7596514;GSM7596513	NULL
EXP101708	anti-Med1	Homo sapiens		EXP101693	7749	normal	Q15648	ALIGNS107698	PEAKS083637	GSE212265	GSM7596516;GSM7596515	NULL
EXP101709	anti-Med1	Homo sapiens		EXP101694	7749	normal	Q15648	ALIGNS107699	PEAKS083638	GSE212265	GSM7596517;GSM7596518	NULL
EXP101720	anti-PRDM1	Homo sapiens	Genotype: control	EXP101714	8667	normal	O75626	ALIGNS107710	PEAKS083639	GSE215434	GSM6637022	NULL
EXP101721	anti-PRDM1	Homo sapiens	Genotype: control	EXP101715	8667	normal	O75626	ALIGNS107711	PEAKS083640	GSE215434	GSM6637023	NULL
EXP101722	anti-RING1B	Homo sapiens	Genotype: control	EXP101714	8667	normal	Q99496	ALIGNS107712	PEAKS083641	GSE215434	GSM6637024	NULL
