id	title	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
4266	pro B-progenitors from fetal bone marrow		Homo sapiens				embryonic cell	CL:0002321	UBERON:0002371, CL:0000826		NULL
4267	Vl3-2m (T cells lymphocytes)		Mus musculus				cell line	CL:0000010			NULL
4268	R204W (keratinocytes)		Homo sapiens				cell line	CL:0000010			NULL
4269	R304W (keratinocytes)		Homo sapiens				cell line	CL:0000010			NULL
4270	ILC2 cells from peripheral blood		Homo sapiens				blood	UBERON:0000178	CL:0001069		NULL
4271	ILCP cells from peripheral blood		Homo sapiens				blood	UBERON:0000178			NULL
4272	WA09 (H9) hESC-derived neurons		Homo sapiens				cell line	CL:0000010	CL:0000540		NULL
4273	Mel270 (Uveal melanoma)	CVCL_C302	Homo sapiens				cell line	CL:0000010			NULL
4274	LUHMES-derived neurons		Homo sapiens				cell line	CL:0000010	CL:0000540		NULL
4275	TIM3+ IL7R- tissue-resident memory T cells		Homo sapiens				immune system	UBERON:0002405	CL:0000813		NULL
4276	none tissue-resident memory T cells		Homo sapiens				immune system	UBERON:0002405	CL:0000813		NULL
4277	immortalized HAEC (human aortic endothelial cells)		Homo sapiens				vascular system	UBERON:0007798	CL:0002544	BTO:0004602	NULL
4278	CD4+ T cells from blood		Homo sapiens				blood	UBERON:0000178	CL:0000624		NULL
4279	CD34+ umbilical cord HSPCs derived BFUE cells		Homo sapiens				umbilical cord	UBERON:0002331	CL:2000095		NULL
4280	CD34+ umbilical cord HSPCs derived CFUE cells		Homo sapiens				umbilical cord	UBERON:0002331	CL:2000095		NULL
4281	CD34+ umbilical cord HSPCs derived proerythroblasts cells		Homo sapiens				umbilical cord	UBERON:0002331	CL:2000095, CL:0000547		NULL
4282	CD34+ umbilical cord HSPCs derived early basophilic erythroblasts cells		Homo sapiens				umbilical cord	UBERON:0002331	CL:2000095, CL:0000549		NULL
4283	CD34+ umbilical cord HSPCs derived late basophilic erythroblasts cells		Homo sapiens				umbilical cord	UBERON:0002331	CL:2000095, CL:0000549		NULL
4284	CD34+ umbilical cord HSPCs derived polychromatic erythroblasts cells		Homo sapiens				umbilical cord	UBERON:0002331	CL:2000095, CL:0000550		NULL
4285	CD34+ umbilical cord HSPCs derived orthochromatic erythroblasts cells		Homo sapiens				umbilical cord	UBERON:0002331	CL:2000095, CL:0000552		NULL
4286	liver ductal organoids		Homo sapiens				liver	UBERON:0002107			NULL
4287	primary white preadipocytes (PAd)		Homo sapiens				adipose tissue	UBERON:0001013	CL:0002334		NULL
4288	primary white adipocytes		Homo sapiens				adipose tissue	UBERON:0001013	CL:0000448		NULL
4289	CHP-134 (Neuroblastoma)	CVCL_1124	Homo sapiens				cell line	CL:0000010			NULL
4290	12Z (endometriotic epithelial cells)	CVCL_0Q73	Homo sapiens				cell line	CL:0000010			NULL
4291	GMA24A1F (Keratinocytes cell)		Homo sapiens				cell line	CL:0000010			NULL
4292	CD4+ T cells from lymph node		Homo sapiens				lymphoid system	UBERON:0002465	CL:0000624		NULL
4293	CD4+ T mononuclear cells from periferal blood		Homo sapiens				blood	UBERON:0000178	CL:0000624		NULL
4294	CD4+ T cells from thoracic duct lymph node		Homo sapiens				lymphoid system	UBERON:0002465	CL:0000624		NULL
4295	FT282 (normal human fallopian tube tissue)		Homo sapiens				cell line	CL:0000010			NULL
4296	143B (Osteosarcoma)	CVCL_2270	Homo sapiens				cell line	CL:0000010			NULL
4297	iPS-derived dermal fibroblasts		Homo sapiens				stem cell	CL:0000034	CL:0002551		NULL
4298	ESO-26 (Gastroesophageal junction adenocarcinoma)	CVCL_2035	Homo sapiens				cell line	CL:0000010			NULL
4299	PNT1A (human post pubertal prostate normal)	CVCL_2163	Homo sapiens				cell line	CL:0000010			NULL
4300	WA01 (H1 hESCs) derived endothelial cells		Homo sapiens				cell line	CL:0000010	CL:0000115		NULL
4301	KMS-28PE (Plasma cell myeloma)	CVCL_2995	Homo sapiens				cell line	CL:0000010			NULL
4302	RL (Diffuse large B-cell lymphoma)	CVCL_1660	Homo sapiens				cell line	CL:0000010			NULL
4303	ME-180 (Human papillomavirus-related cervical squamous cell carcinoma)	CVCL_1401	Homo sapiens				cell line	CL:0000010			NULL
4304	DKO-1 (Colon adenocarcinoma)	CVCL_9798	Homo sapiens				cell line	CL:0000010			NULL
4305	CD34+ HSPC derived erythroid precursors		Homo sapiens				stem cell	CL:0000034	CL:0000038		NULL
4306	ocular melanoma cells		Homo sapiens		EFO:1000403		cancer	EFO:0000311	BTO:0000585		NULL
4307	body of pancreas		Homo sapiens				pancreas	UBERON:0001264	UBERON:0001150		NULL
4308	EBRTcH3 (Embryonic stem cell)	CVCL_J649	Mus musculus				cell line	CL:0000010			NULL
4309	ventricular cardiomyocytes		Mus musculus				heart	UBERON:0000948	CL:2000046		NULL
4310	E17.5 intestine		Mus musculus				embryonic cell	CL:0002321	UBERON:0000160		NULL
4311	neural stem cells derived from telencephalic cortex of E14.5 embryos		Mus musculus				cerebral cortex	UBERON:0000956	CL:0000047		NULL
4312	left ventricular nuclei		Mus musculus				heart	UBERON:0000948	UBERON:0003053		NULL
4313	border zone left ventricular nuclei		Mus musculus				heart	UBERON:0000948	UBERON:0003053		NULL
4314	reprogrammed hepatocytes		Mus musculus				liver	UBERON:0002107	CL:0000182		NULL
4315	biliary epithelial cells		Mus musculus				epithelium	UBERON:0000483	BTO:0001514		NULL
4316	eutopic endometrium		Mus musculus				uterus	UBERON:0000995	UBERON:0001295		NULL
4317	endometriotic lesions		Mus musculus				uterus	UBERON:0000995			NULL
4318	KPdh (PDAC cell line)		Mus musculus				cell line	CL:0000010			NULL
4320	CCR6+ ILC3 cells from innate lymphoid cells of the small intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4321	CCR6- ILC3 cells from innate lymphoid cells of the small intestine (SI)		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4322	ILC1 cells from small intestine		Mus musculus				intestine	UBERON:0000160	CL:0001068		NULL
4323	natural killer cells from small intestine		Mus musculus				intestine	UBERON:0000160	CL:0000623		NULL
4324	ILC3 cells from large intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4325	ILC1 cells from large intestine		Mus musculus				intestine	UBERON:0000160	CL:0001068		NULL
4326	CCR6- ILC3 cells from large intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4327	CCR6+ ILC3 cells from large intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4328	exILC3 from small intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4329	CCR6- ILC3 cells from small intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4330	CCR6+ ILC3 cells from small intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4331	exILC3 cells from large intestine		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4332	E13.5 neocortex		Mus musculus				embryonic cell	CL:0002321	UBERON:0001950		NULL
4333	E16.5 neocortex		Mus musculus				embryonic cell	CL:0002321	UBERON:0001950		NULL
4334	E18.5 neocortex		Mus musculus				embryonic cell	CL:0002321	UBERON:0001950		NULL
4335	E17.5 neocortex		Mus musculus				embryonic cell	CL:0002321	UBERON:0001950		NULL
4336	neocortex		Mus musculus				cerebral cortex	UBERON:0000956	UBERON:0001950		NULL
4337	iWAT-derived primary adipocytes		Mus musculus				adipose tissue	UBERON:0001013	CL:0000136		NULL
4338	eWAT-derived primary adipocytes		Mus musculus				adipose tissue	UBERON:0001013	CL:0000136		NULL
4339	BAT-derived primary adipocytes		Mus musculus				adipose tissue	UBERON:0001013	CL:0000449		NULL
4340	B cells from primary mouse lymphoma		Mus musculus				cancer	EFO:0000311	CL:0000236		NULL
4341	DN3 thymocytes		Mus musculus				immune system	UBERON:0002405	CL:0000807		NULL
4342	notch-driven T cell leukemia blasts		Mus musculus				immune system	UBERON:0002405			NULL
4343	OG2 MEF reprogramming cells		Mus musculus				cell line	CL:0000010	CL:2000042		NULL
4344	vascular smooth muscle cells of aorta		Mus musculus				vascular system	UBERON:0007798	UBERON:0004178		NULL
4345	Treg cells from peripheral lymphoid organs		Mus musculus				lymphoid system	UBERON:0002465	CL:0000815		NULL
4346	sorted CD4+ YFP+ Treg cells		Mus musculus				immune system	UBERON:0002405	CL:0000815		NULL
4347	sorted CD4+ GFP+ Treg cells		Mus musculus				immune system	UBERON:0002405	CL:0000815		NULL
4348	sorted CD4+YFP+ naive T cells		Mus musculus				immune system	UBERON:0002405	CL:0000898		NULL
4349	E14.5 dorsal cortex		Mus musculus				embryonic cell	CL:0002321	UBERON:0000956		NULL
4350	E13.5 gonocyte		Mus musculus				embryonic cell	CL:0002321	CL:0000670		NULL
4351	E17.5 gonocyte		Mus musculus				embryonic cell	CL:0002321	CL:0000670		NULL
4352	E19.5 gonocyte		Mus musculus				embryonic cell	CL:0002321	CL:0000670		NULL
4353	gonocyte		Mus musculus				reproductive system	UBERON:0000990	CL:0000670		NULL
4354	E16.5 gonocyte		Mus musculus				embryonic cell	CL:0002321	CL:0000670		NULL
4355	E11.5 hematopoietic stem and progenitors cells from mouse aorta-gonad-mesonephros		Mus musculus				embryonic cell	CL:0002321			NULL
4356	E12.5 neural stem cells		Mus musculus				embryonic cell	CL:0002321			NULL
4357	naive FO B cells		Mus musculus				immune system	UBERON:0002405	CL:0000788		NULL
4358	F4 (trophoblast stem cells)		Mus musculus				cell line	CL:0000010			NULL
4359	E12.5 proximal forelimb bud		Mus musculus				embryonic cell	CL:0002321	UBERON:0005417		NULL
4360	E12.5 distal forelimb bud		Mus musculus				embryonic cell	CL:0002321	UBERON:0005417		NULL
4361	E12.5 forelimb bud		Mus musculus				embryonic cell	CL:0002321	UBERON:0005417		NULL
4362	diaphragm skeletal muscle		Mus musculus				muscular tissue	UBERON:0002385	UBERON:0001103		NULL
4363	extensor digitorum longus skeletal muscle		Mus musculus				muscular tissue	UBERON:0002385	UBERON:0001386		NULL
4364	soleus skeletal muscle		Mus musculus				muscular tissue	UBERON:0002385	UBERON:0001389		NULL
4365	E12.5 mouse embryonic fibroblasts		Mus musculus				embryonic cell	CL:0002321	CL:2000042		NULL
4366	CD4+ T cells from mediastinal lymph node		Mus musculus				lymphoid system	UBERON:0002465	CL:0000624		NULL
4367	G1297 (EWS/ATF1 -iduced sarcoma cell line)		Mus musculus				cell line	CL:0000010			NULL
4368	sarcoma iPSC-derived MEFs		Mus musculus		EFO:0000691		cancer	EFO:0000311	CL:2000042		NULL
4369	naive CD8+ (SP) thymocytes from thymus		Mus musculus				thymus	UBERON:0002370	CL:0000900		NULL
4370	EomesTG CD8+ (SP) thymocytes from thymus		Mus musculus				thymus	UBERON:0002370	CL:0000900		NULL
4371	CD8+ (SP) innate memory thymocytes from thymus		Mus musculus				thymus	UBERON:0002370	CL:0000909		NULL
4372	E11.5 ganglionic eminences		Mus musculus				embryonic cell	CL:0002321	UBERON:0004023		NULL
4373	E13.5 ganglionic eminences		Mus musculus				embryonic cell	CL:0002321	UBERON:0004023		NULL
4374	E16.5 ganglionic eminences		Mus musculus				embryonic cell	CL:0002321	UBERON:0004023		NULL
4375	hippocampal excitatory neurons		Mus musculus				cerebral cortex	UBERON:0000956	CL:0002608		NULL
4376	E14TG2a.4 derived embryoid body		Mus musculus				cell line	CL:0000010	UBERON:0014374		NULL
4377	E12.5 limb bud		Mus musculus				embryonic cell	CL:0002321	UBERON:0004347		NULL
4378	gonadotropes		Mus musculus				brain	UBERON:0000955	CL:0000437		NULL
4379	neuro-intermediate pituitary		Mus musculus				pituitary gland	UBERON:0000007	UBERON:0002198		NULL
4380	AlphaT3-1	CVCL_0149	Mus musculus				cell line	CL:0000010			NULL
4381	epithelial cochlear cells		Mus musculus				ear	UBERON:0001690	UBERON:0003243		NULL
4382	non-epithelial cochlear cells		Mus musculus				ear	UBERON:0001690			NULL
4383	primary naive B-cells from spleen		Mus musculus				spleen	UBERON:0002106	CL:0000788		NULL
4384	230-238 (murine PreB cells cell line)		Mus musculus				cell line	CL:0000010			NULL
4386	A17Lox (embryonic stem cells)		Mus musculus				cell line	CL:0000010			NULL
4387	A17Lox derived Flk1+ cells		Mus musculus				cell line	CL:0000010			NULL
4388	ES-E14 derived Flk1+ cells		Mus musculus				cell line	CL:0000010			NULL
4389	Nott520 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4390	Nott688 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4391	Nott689 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4392	Nott850 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4393	Nott851 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4394	Nott631 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4395	Nott632 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4396	Nott775 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4397	Nott819 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4398	Nott820 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4399	Nott817 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4400	Nott818 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4401	Nott493 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4402	Nott494 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4403	Nott678 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4404	Nott679 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4405	Nott821 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4406	activated CD8 T cell from spleen		Mus musculus				spleen	UBERON:0002106	CL:0000906		NULL
4407	hematopoietic stem and progenitor Lin- cKit+ cells from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000037		NULL
4408	TCR SV40-I transgenic CD8 T cells		Mus musculus				immune system	UBERON:0002405	CL:0000625		NULL
4409	TCR OT-I transgenic CD8 T cells		Mus musculus				immune system	UBERON:0002405	CL:0000625		NULL
4410	E14.5 dissociated primary cortical cells from forebrain cortex		Mus musculus				embryonic cell	CL:0002321	UBERON:0004725		NULL
4411	lung cancer tumor		Mus musculus				cancer	EFO:0000311	BTO:0000551		NULL
4412	all-lymphoid progenitor from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000936		NULL
4413	early innate lymphoid progenitor from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000936		NULL
4414	innate lymphoid cell progenitor cells from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0001065		NULL
4415	E16.5 embryonic epithelial cells from the midgut		Mus musculus				embryonic cell	CL:0002321	UBERON:0003352		NULL
4416	IL7+ pre-B cells		Mus musculus				immune system	UBERON:0002405	CL:0000817		NULL
4417	IL7- pre-B cells		Mus musculus				immune system	UBERON:0002405	CL:0000817		NULL
4418	IL7- CXCL12+ pre-B cells		Mus musculus				immune system	UBERON:0002405	CL:0000817		NULL
4419	muscle infiltrating macrophages		Mus musculus				immune system	UBERON:0002405	CL:0000235		NULL
4420	immortalized primary preadipocytes		Mus musculus				adipose tissue	UBERON:0001013	CL:0002334		NULL
4421	EPCAM+ endometrial epithelium		Mus musculus				uterus	UBERON:0000995	UBERON:0004811		NULL
4422	v-Abl transformed pro-B cells		Mus musculus				immune system	UBERON:0002405	CL:0000826		NULL
4423	dsRed+ sorted fibroblasts from neonatal heart		Mus musculus				heart	UBERON:0000948	CL:0002548		NULL
4424	alpha-MHC-GFP+ sorted induced cardiomyocytes		Mus musculus				heart	UBERON:0000948	CL:0000746		NULL
4425	cardiomyocytes from neonatal mouse heart		Mus musculus				heart	UBERON:0000948	CL:0000746		NULL
4426	neonatal cardiac fibroblast cell line expressing large T antigen		Mus musculus				heart	UBERON:0000948	CL:0002548		NULL
4427	E11.5 inner ear		Mus musculus				embryonic cell	CL:0002321			NULL
4428	E10.5 head		Mus musculus				embryonic cell	CL:0002321			NULL
4429	intestinal epithelial cells		Mus musculus				intestine	UBERON:0000160	CL:0002563		NULL
4430	E15.5 thymic epithelial cells		Mus musculus				embryonic cell	CL:0002321	CL:0002293		NULL
4431	E17.5 thymic epithelial cells		Mus musculus				embryonic cell	CL:0002321	CL:0002293		NULL
4432	keratinocytes of skin		Mus musculus				skin	UBERON:0002199	CL:0000312		NULL
4433	spermatogonia		Mus musculus				reproductive system	UBERON:0000990	CL:0000017		NULL
4434	B16-F10 (Mouse melanoma)	CVCL_0159	Mus musculus				cell line	CL:0000010			NULL
4435	molar		Mus musculus				bone	UBERON:0002481	UBERON:0003655		NULL
4436	E12 cochlear duct cells		Mus musculus				embryonic cell	CL:0002321	UBERON:0001855		NULL
4437	E14.5 cochlear duct cells		Mus musculus				embryonic cell	CL:0002321	UBERON:0001855		NULL
4438	E16 cochlear duct cells		Mus musculus				embryonic cell	CL:0002321	UBERON:0001855		NULL
4439	lung and airways		Mus musculus				lung	UBERON:0002048	UBERON:0002048		NULL
4440	Th2 cells from lung and airways		Mus musculus				lung	UBERON:0002048	CL:0000546		NULL
4441	Treg cells from lung and airways		Mus musculus				lung	UBERON:0002048	CL:0000815		NULL
4442	effector cells from lung and airways		Mus musculus				lung	UBERON:0002048	CL:0000911		NULL
4443	naive T cells from lung and airways		Mus musculus				lung	UBERON:0002048	CL:0000898		NULL
4444	pediatric brain glioma		Mus musculus				brain	UBERON:0000955	BTO:0004735		NULL
4445	FACS-sorted LSK cells from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0001008		NULL
4446	lymphoid-primed multipotent progenitors from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000936		NULL
4447	common lymphoid A type precursors from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000051		NULL
4448	B cellâ€“biased lymphoid progenitors from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000826		NULL
4449	large pre-B-cells from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000957		NULL
4450	small pre-B-cells from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0000954		NULL
4452	marginal zone B cells from spleen		Mus musculus				spleen	UBERON:0002106	CL:0000236		NULL
4453	follicular B cells from spleen		Mus musculus				spleen	UBERON:0002106	CL:0000843		NULL
4454	Monocyte/dendric cell progenitor cells from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0002009		NULL
4455	pre-cDC1(type 1 dendritic) cells from bone marrow		Mus musculus				bone marrow	UBERON:0002371	CL:0002010		NULL
4456	L4-L6 dorsal root ganglia		Mus musculus				nervous system	UBERON:0001016	UBERON:0007711		NULL
4457	primed CD4+ T cells		Mus musculus				immune system	UBERON:0002405	CL:0000624		NULL
4458	activated CD4+ T cells from spleen and peripheral lymoh organs		Mus musculus				other		CL:0000896		NULL
4459	activated Th1 cells from splenocytes and lymph nodes		Mus musculus				other		CL:0000545		NULL
4460	activated Th2 cells from splenocytes and lymph nodes		Mus musculus				other		CL:0000546		NULL
4461	immortalized mouse skin fibroblasts		Mus musculus				skin	UBERON:0002199	CL:0002620		NULL
4462	transformed mouse skin fibroblasts		Mus musculus				skin	UBERON:0002199	CL:0002620		NULL
4463	colonic lamina propria		Mus musculus				colon	UBERON:0001155	UBERON:0000030		NULL
4464	Nott822 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4465	ES-cell derived A2 lox.Cre Bcl6 cortical progenitor cells		Mus musculus				cell line	CL:0000010			NULL
4466	Nott833 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4467	E14Tg2a differentiating mES cells		Mus musculus				cell line	CL:0000010	CL:0002322		NULL
4468	E14Tg2a derived cardiac progenitor cells		Mus musculus				cell line	CL:0000010			NULL
4469	E14Tg2a derived endothelial progenitor cells		Mus musculus				cell line	CL:0000010	CL:0002619		NULL
4470	Treg precursor cells from thymus		Mus musculus				thymus	UBERON:0002370			NULL
4471	Treg cells from thymus		Mus musculus				thymus	UBERON:0002370	CL:0000815		NULL
4472	semi-mature CD4+ T cells from thymus		Mus musculus				thymus	UBERON:0002370	CL:0002436		NULL
4473	primary cardiac fibroblasts		Mus musculus				heart	UBERON:0000948	CL:0002548		NULL
4474	NKp46- CCR6- ILC3 cells		Mus musculus				immune system	UBERON:0002405	CL:0001071		NULL
4475	NKp46- CCR6+ ILC3 cells		Mus musculus				immune system	UBERON:0002405	CL:0001071		NULL
4476	NKp46+ ILC3 cells from small intestine lamina propria		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4477	CCR6+ ILC3 cells from small intestine lamina propria		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4478	NKp46+ RORgtlo cells from small intestine lamina propria		Mus musculus				intestine	UBERON:0000160			NULL
4479	DN ILC3 cells from small intestine lamina propria		Mus musculus				intestine	UBERON:0000160	CL:0001071		NULL
4480	Nott834 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4481	Nott376 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4482	Nott377 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4483	Nott810 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4484	Nott802 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4485	Nott823 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4486	Nott824 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4487	Nott860 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4488	Nott861 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4489	Nott496 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4490	Nott497 strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4491	ER+ breast tumor		Homo sapiens		EFO:0000306		breast	UBERON:0000310	BTO:0000150		NULL
4492	normal mature luminal breast cells		Homo sapiens				breast	UBERON:0000310	CL:0002326		NULL
4493	retina		Danio rerio				eye	UBERON:0000970	UBERON:0000966		NULL
4494	fission yeast haploid cells		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
4495	cfp-1(tm6369) strain		Caenorhabditis elegans				whole organism	UBERON:0000468			NULL
4496	PANC1 clonal cell line		Homo sapiens				cell line	CL:0000010			NULL
4497	CFPAC1 clonal cell line		Homo sapiens				cell line	CL:0000010			NULL
4498	EA.hy 926 (human umbilical vein endothelial cell line)	CVCL_3901	Homo sapiens				cell line	CL:0000010			NULL
4499	EndoC-BH1	CVCL_L909	Homo sapiens				cell line	CL:0000010			NULL
4500	HCC1937 (breast cancer)	CVCL_0290	Homo sapiens				cell line	CL:0000010			NULL
4501	mammary gland breast cancer cells derived from metastatic site pleural effusion		Homo sapiens		EFO:0006852		cancer	EFO:0000311	BTO:0000150		NULL
4502	2102EP (Embryonal carcinoma)	CVCL_C522	Homo sapiens				cell line	CL:0000010			NULL
4503	TCam-2 (Testicular seminoma)	CVCL_T012	Homo sapiens				cell line	CL:0000010			NULL
4504	M397 (Melanoma)		Homo sapiens				cell line	CL:0000010			NULL
4505	M229 (Melanoma)	CVCL_D748	Homo sapiens				cell line	CL:0000010			NULL
4506	M233 (Melanoma)	CVCL_D750	Homo sapiens				cell line	CL:0000010			NULL
4507	M249 (Melanoma)	CVCL_D755	Homo sapiens				cell line	CL:0000010			NULL
4508	M262 (Melanoma)	CVCL_D758	Homo sapiens				cell line	CL:0000010			NULL
4509	M263 (Melanoma)	CVCL_D759	Homo sapiens				cell line	CL:0000010			NULL
4510	M381 (melanoma)		Homo sapiens				cell line	CL:0000010			NULL
4511	CD4+ central memory T cells		Homo sapiens				immune system	UBERON:0002405	CL:0000904		NULL
4512	naive CD4+ T cells		Homo sapiens	CL:0000898			immune system	UBERON:0002405	CL:0000898		NULL
4513	CAR-T cells		Homo sapiens				immune system	UBERON:0002405	CL:0000084		NULL
4514	LK-2 (Squamous cell lung carcinoma)	CVCL_1377	Homo sapiens				cell line	CL:0000010			NULL
4515	NCI-H520 (Squamous cell lung carcinoma)	CVCL_1566	Homo sapiens				cell line	CL:0000010			NULL
4516	KNS62 (Squamous cell lung carcinoma)	CVCL_1335	Homo sapiens				cell line	CL:0000010			NULL
4517	HCC2814 (Squamous cell lung carcinoma)	CVCL_V586	Homo sapiens				cell line	CL:0000010			NULL
4518	SqCC/Y1 (Oral cavity squamous cell carcinoma)	CVCL_0551	Homo sapiens				cell line	CL:0000010			NULL
4519	CH12F3 (Mouse lymphoma)	CVCL_E067	Mus musculus				cell line	CL:0000010			NULL
4520	primary mature splenic B cells		Mus musculus	CL:0000785			spleen	UBERON:0002106	CL:0000785		NULL
4521	cardiac fibroblasts		Mus musculus	CL:0002548			heart	UBERON:0000948	CL:0002548		NULL
4522	lineage depleted bone marrow		Mus musculus				bone marrow	UBERON:0002371			NULL
4523	Lin- hematopoietic stem and progenitor cells (HSPCs) from spleen		Mus musculus				spleen	UBERON:0002106	CL:0000037		NULL
4524	hematopoietic stem and progenitor cells		Mus musculus				stem cell	CL:0000034	CL:0000037		NULL
4571	esophagus		Homo sapiens			UBERON:0001043	esophagus	UBERON:0001043	UBERON:0001043		NULL
4570	endocrine pancreas		Homo sapiens				pancreas	UBERON:0001264	UBERON:0000016		NULL
4569	layer of hippocampus		Homo sapiens				cerebral cortex	UBERON:0000956	UBERON:0002305		NULL
4568	mammary stem cell		Homo sapiens				stem cell	CL:0000034	CL:0002451		NULL
4567	skeletal muscle tissue		Homo sapiens				muscular tissue	UBERON:0002385	UBERON:0001134		NULL
4566	cardiac myoblast		Homo sapiens				heart	UBERON:0000948	CL:0010021		NULL
4565	I3 (ES-I3, embryonic stem cel)	CVCL_C376	Homo sapiens		EFO:0007076		cell line	CL:0000010			NULL
4564	HUES6 (embryonic stem cell)	CVCL_B194	Homo sapiens		EFO:0007089		cell line	CL:0000010			NULL
4563	20b (iPS-20b, Induced pluripotent stem cell)	CVCL_8996	Homo sapiens		EFO:0007108		cell line	CL:0000010			NULL
4562	mucosa of stomach		Homo sapiens				stomach	UBERON:0000945	UBERON:0001199		NULL
4561	chorionic villus		Homo sapiens			UBERON:0007106	chorion	UBERON:0003124	UBERON:0007106		NULL
4560	CD4-positive, CD25-positive, alpha-beta regulatory T cell		Homo sapiens				immune system	UBERON:0002405	CL:0000792		NULL
4559	D721Med (Medulloblastoma)	CVCL_7901	Homo sapiens		EFO:0005696		cell line	CL:0000010			NULL
4558	effector memory CD4-positive, alpha-beta T cell		Homo sapiens				immune system	UBERON:0002405	CL:0000905		NULL
4556	UCSF-4 (embryonic stem cell)	CVCL_A022	Homo sapiens		EFO:0007116		cell line	CL:0000010			NULL
4555	11a (iPS-11a, Induced pluripotent stem cell)	CVCL_8987	Homo sapiens		EFO:0007099		cell line	CL:0000010			NULL
4554	radial glial cell		Homo sapiens				nervous system	UBERON:0001016	CL:0000681		NULL
4553	substantia nigra		Homo sapiens				midbrain	UBERON:0001891	UBERON:0002038		NULL
4552	activated regulatory T-cells		Mus musculus				immune system	UBERON:0002405	CL:0000815		NULL
4551	stomach smooth muscle		Homo sapiens				stomach	UBERON:0000945	UBERON:0004222		NULL
4550	temporal lobe		Homo sapiens				forebrain	UBERON:0001890	UBERON:0001871		NULL
4549	neurosphere		Homo sapiens				stem cell	CL:0000034			NULL
4548	muscle layer of duodenum		Homo sapiens				duodenum	UBERON:0002114	UBERON:0012488		NULL
4547	muscle layer of colon		Homo sapiens				colon	UBERON:0001155	UBERON:0012489		NULL
